Date,Valeur fonciere,Arrondissement,Surface Carrez du 1er lot,Surface Carrez du 2eme lot,Surface Carrez du 3eme lot,Surface Carrez du 4eme lot,Surface Carrez du 5eme lot,Nombre de lots,Type local,Surface reelle bati ,Nombre pieces principales,Surface terrain,Total Surface Carrez,Prix par m2
2020,465000.0,3,0.0,35.04,0.0,0.0,0.0,2,Appartement,,2,0,35.04,13270.54794520548
2020,1760000.0,8,120.46,0.0,0.0,0.0,0.0,2,Appartement,,3,0,120.46,14610.659139963474
2020,296755.0,1,19.2,0.0,0.0,0.0,0.0,1,Appartement,,1,0,19.2,15455.989583333334
2020,1604000.0,3,0.0,116.34,0.0,0.0,0.0,2,Appartement,,5,0,116.34,13787.175520027506
2020,317853.0,1,22.67,0.0,0.0,0.0,0.0,1,Appartement,,1,0,22.67,14020.86457873842
2020,265000.0,3,31.57,0.0,0.0,0.0,0.0,1,Appartement,,2,0,31.57,8394.044979410834
2020,555000.0,8,0.0,93.87,0.0,0.0,0.0,2,Appartement,,4,0,93.87,5912.432086928731
2020,1340000.0,8,131.88,0.0,0.0,0.0,0.0,2,Appartement,,6,0,131.88,10160.75219896876
2020,2465000.0,3,0.0,240.4,0.0,0.0,0.0,2,Appartement,,2,0,240.4,10253.743760399335
2020,170000.0,3,12.48,0.0,0.0,0.0,0.0,1,Appartement,,1,0,12.48,13621.794871794871
2020,645000.0,8,43.19,0.0,0.0,0.0,0.0,2,Appartement,,2,0,43.19,14934.01250289419
2020,702000.0,8,51.4,0.0,0.0,0.0,0.0,1,Appartement,,0,0,51.4,13657.587548638132
2020,385000.0,8,25.4,0.0,0.0,0.0,0.0,1,Appartement,,1,0,25.4,15157.48031496063
2020,118000.0,3,11.2,0.0,0.0,0.0,0.0,1,Appartement,,1,0,11.2,10535.714285714286
2020,330000.0,8,32.24,0.0,0.0,0.0,0.0,1,Appartement,,1,0,32.24,10235.732009925558
2020,1260000.0,8,101.79,0.0,0.0,0.0,0.0,2,Appartement,,4,0,101.79,12378.42617152962
2020,8970000.0,8,389.76,0.0,0.0,0.0,0.0,2,Appartement,,8,0,389.76,23014.162561576355
2020,337650.0,3,27.03,0.0,0.0,0.0,0.0,2,Appartement,,2,0,27.03,12491.675915649277
2020,567000.0,8,43.76,0.0,0.0,0.0,0.0,1,Appartement,,2,0,43.76,12957.038391224864
2020,381000.0,3,31.99,0.0,0.0,0.0,0.0,2,Appartement,,2,0,31.99,11909.97186620819
2020,789800.0,8,56.24,0.0,0.0,0.0,0.0,2,Appartement,,2,0,56.24,14043.385490753912
2020,2330097.0,8,0.0,169.62,0.0,0.0,0.0,4,Appartement,,6,0,169.62,13737.15953307393
2020,600000.0,8,53.17,0.0,0.0,0.0,0.0,2,Appartement,,2,0,53.17,11284.558961820576
2020,5300000.0,1,176.13,0.0,0.0,0.0,0.0,3,Appartement,,5,0,176.13,30091.40975415886
2020,675110.0,8,0.0,48.76,0.0,0.0,0.0,2,Appartement,,3,0,48.76,13845.570139458574
2020,750000.0,8,0.0,60.26,0.0,0.0,0.0,2,Appartement,,3,0,60.26,12446.067042814471
2020,1475000.0,8,0.0,92.12,0.0,0.0,0.0,3,Appartement,,4,0,92.12,16011.723838471558
2020,150000.0,3,12.02,0.0,0.0,0.0,0.0,1,Appartement,,1,0,12.02,12479.20133111481
2020,1660000.0,3,138.61,0.0,0.0,0.0,0.0,3,Appartement,,5,0,138.61,11976.047904191615
2020,1068520.0,3,70.65,70.65,0.0,0.0,0.0,2,Appartement,,4,0,141.3,7562.06652512385
2020,167000.0,8,12.5,0.0,0.0,0.0,0.0,1,Appartement,,1,0,12.5,13360.0
2020,625000.0,3,50.44,0.0,0.0,0.0,0.0,2,Appartement,,2,0,50.44,12390.95955590801
2020,450000.0,3,50.4,0.0,0.0,0.0,0.0,2,Appartement,,3,0,50.4,8928.57142857143
2020,409750.0,8,0.0,33.78,0.0,0.0,0.0,2,Appartement,,3,0,33.78,12129.9585553582
2020,421000.0,8,25.28,0.0,0.0,0.0,0.0,1,Appartement,,1,0,25.28,16653.481012658227
2020,695000.0,3,54.1,0.0,0.0,0.0,0.0,2,Appartement,,3,0,54.1,12846.580406654344
2020,762000.0,3,52.08,0.0,0.0,0.0,0.0,1,Appartement,,1,0,52.08,14631.336405529955
2020,750000.0,3,52.98,0.0,0.0,0.0,0.0,1,Appartement,,2,0,52.98,14156.285390713478
2020,439000.0,1,26.46,0.0,0.0,0.0,0.0,1,Appartement,,1,0,26.46,16591.08087679516
2020,232000.0,8,19.3,0.0,0.0,0.0,0.0,2,Appartement,,1,0,19.3,12020.725388601037
2020,362000.0,3,26.38,0.0,0.0,0.0,0.0,2,Appartement,,1,0,26.38,13722.51705837756
2020,307692.3,3,32.88,0.0,0.0,0.0,0.0,1,Appartement,,2,0,32.88,9358.038321167882
2020,1100000.0,3,0.0,96.92,0.0,0.0,0.0,2,Appartement,,4,0,96.92,11349.566652909616
2020,166000.0,1,10.83,0.0,0.0,0.0,0.0,1,Appartement,,1,0,10.83,15327.793167128348
2020,468531.78,3,0.0,27.52,0.0,0.0,0.0,2,Appartement,,2,0,27.52,17025.137354651164
2020,932500.0,3,66.52,0.0,0.0,0.0,0.0,1,Appartement,,3,0,66.52,14018.34034876729
2020,225000.0,1,16.66,0.0,0.0,0.0,0.0,1,Appartement,,2,0,16.66,13505.402160864345
2020,500000.0,3,49.2,0.0,0.0,0.0,0.0,2,Appartement,,3,0,49.2,10162.60162601626
2020,405000.0,8,34.53,0.0,0.0,0.0,0.0,1,Appartement,,2,0,34.53,11728.931364031278
2020,1032300.0,3,61.42,0.0,0.0,0.0,0.0,2,Appartement,,2,0,61.42,16807.22891566265
2020,675000.0,8,50.35,0.0,0.0,0.0,0.0,3,Appartement,,3,0,50.35,13406.156901688182
2020,990000.0,8,83.07,0.0,0.0,0.0,0.0,2,Appartement,,3,0,83.07,11917.65980498375
2020,315000.0,3,22.25,0.0,0.0,0.0,0.0,2,Appartement,,2,0,22.25,14157.303370786516
2020,836334.0,3,60.17,0.0,0.0,0.0,0.0,1,Appartement,,3,0,60.17,13899.51803224198
2020,245000.0,3,16.4,0.0,0.0,0.0,0.0,1,Appartement,,1,0,16.4,14939.024390243903
2020,804900.0,1,53.98,0.0,0.0,0.0,0.0,1,Appartement,,2,0,53.98,14911.078177102632
2020,1512000.0,8,104.2,0.0,0.0,0.0,0.0,2,Appartement,,4,0,104.2,14510.556621880998
2020,1100000.0,3,82.05,0.0,0.0,0.0,0.0,1,Appartement,,3,0,82.05,13406.459475929312
2020,4770000.0,8,0.0,165.02,0.0,0.0,0.0,2,Appartement,,5,0,165.02,28905.587201551327
2020,231000.0,3,17.71,0.0,0.0,0.0,0.0,1,Appartement,,1,0,17.71,13043.478260869564
2020,280000.0,8,24.04,0.0,0.0,0.0,0.0,1,Appartement,,1,0,24.04,11647.254575707155
2020,1176000.0,3,0.0,108.35,0.0,0.0,0.0,2,Appartement,,4,0,108.35,10853.714813105677
2020,436610.0,1,32.55,0.0,0.0,0.0,0.0,1,Appartement,,1,0,32.55,13413.51766513057
2020,550000.0,8,31.0,0.0,0.0,0.0,0.0,2,Appartement,,2,0,31.0,17741.935483870966
2020,1096000.0,8,0.0,87.25,0.0,0.0,0.0,2,Appartement,,2,0,87.25,12561.60458452722
2020,223000.0,3,18.95,0.0,0.0,0.0,0.0,1,Appartement,,1,0,18.95,11767.810026385225
2020,386500.0,8,38.52,0.0,0.0,0.0,0.0,2,Appartement,,1,0,38.52,10033.748701973
2020,493000.0,3,43.53,0.0,0.0,0.0,0.0,1,Appartement,,2,0,43.53,11325.522628072593
2020,511937.0,3,42.78,0.0,0.0,0.0,0.0,3,Appartement,,2,0,42.78,11966.736792893875
2020,353800.0,3,29.56,0.0,0.0,0.0,0.0,2,Appartement,,1,0,29.56,11968.876860622464
2020,1799000.0,1,150.76,0.0,0.0,0.0,0.0,2,Appartement,,3,0,150.76,11932.873441231097
