id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-495380,2025-01-02,000001,Vente,212238,22,,BD DE L HOPITAL,4649,75005,75105,Paris 5e Arrondissement,75,,,75105000AQ0060,,,23,24.73,,,,,,,,,1,2,Appartement,24,1,,,,,,2.362449,48.841631
2025-495395,2025-01-06,000001,Vente,260000,7,,RUE DE VALENCE,9546,75005,75105,Paris 5e Arrondissement,75,,,75105000AV0060,,,43,,,,,,,,,,1,2,Appartement,45,2,,,,,,2.349992,48.837804
2025-495399,2025-01-07,000001,Vente,50000,295,,RUE SAINT JACQUES,8648,75005,75105,Paris 5e Arrondissement,75,,,75105000BE0041,,,226,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.340678,48.839452
2025-495411,2025-01-08,000001,Vente,110000,70,,RUE CLAUDE BERNARD,2069,75005,75105,Paris 5e Arrondissement,75,,,75105000AX0025,,,1,18.33,,,,,,,,,1,4,Local industriel. commercial ou assimilé,19,0,,,,,,2.346391,48.840329
2025-495412,2025-01-07,000001,Vente,1100000,8,,RUE DE NAVARRE,6702,75005,75105,Paris 5e Arrondissement,75,,,75105000AG0005,,,59,,78,76.2,,,,,,,2,2,Appartement,77,3,,,,,,2.353919,48.844289
2025-495412,2025-01-07,000001,Vente,1100000,8,,RUE DE NAVARRE,6702,75005,75105,Paris 5e Arrondissement,75,,,75105000AG0005,,,59,,78,76.2,,,,,,,2,3,Dépendance,,0,,,,,,2.353919,48.844289
2025-495463,2025-01-03,000001,Vente,551500,86,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AL0034,,,21,45.08,41,,,,,,,,2,3,Dépendance,,0,,,,,,2.351749,48.841773
2025-495463,2025-01-03,000001,Vente,551500,86,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AL0034,,,21,45.08,41,,,,,,,,2,2,Appartement,45,3,,,,,,2.351749,48.841773
2025-495471,2025-01-14,000001,Vente,2015000,17,,RUE SOUFFLOT,9041,75005,75105,Paris 5e Arrondissement,75,,,75105000BI0007,,,33,,9,125.58,,,,,,,2,2,Appartement,246,8,,,,,,2.341591,48.846935
2025-495471,2025-01-14,000001,Vente,2015000,17,,RUE SOUFFLOT,9041,75005,75105,Paris 5e Arrondissement,75,,,75105000BI0007,,,33,,9,125.58,,,,,,,2,3,Dépendance,,0,,,,,,2.341591,48.846935
2025-495493,2025-01-13,000001,Vente,2188200,52,,RUE MOUFFETARD,6581,75005,75105,Paris 5e Arrondissement,75,,,75105000AZ0087,,,52,,53,,63,,85,,,,4,2,Appartement,110,3,,,,,,2.349199,48.843337
2025-495493,2025-01-13,000001,Vente,2188200,52,,RUE MOUFFETARD,6581,75005,75105,Paris 5e Arrondissement,75,,,75105000AZ0087,,,52,,53,,63,,85,,,,4,3,Dépendance,,0,,,,,,2.349199,48.843337
2025-495493,2025-01-13,000001,Vente,2188200,52,,RUE MOUFFETARD,6581,75005,75105,Paris 5e Arrondissement,75,,,75105000AZ0087,,,50,157.01,51,,61,,,,,,3,3,Dépendance,,0,,,,,,2.349199,48.843337
2025-495493,2025-01-13,000001,Vente,2188200,52,,RUE MOUFFETARD,6581,75005,75105,Paris 5e Arrondissement,75,,,75105000AZ0087,,,50,157.01,51,,61,,,,,,3,2,Appartement,60,2,,,,,,2.349199,48.843337
