id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-487710,2025-01-08,000001,Vente,2100000,8,,CITE LEMERCIER,5502,75017,75117,Paris 17e Arrondissement,75,,,75117000CN0041,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,159,2.324353,48.886802
2025-487710,2025-01-08,000001,Vente,2100000,8,,CITE LEMERCIER,5502,75017,75117,Paris 17e Arrondissement,75,,,75117000CN0041,,,,,,,,,,,,,0,1,Maison,126,5,S,sols,,,159,2.324353,48.886802
2025-487710,2025-01-08,000001,Vente,2100000,8,,CITE LEMERCIER,5502,75017,75117,Paris 17e Arrondissement,75,,,75117000CN0041,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,44,0,S,sols,,,159,2.324353,48.886802
2025-487727,2025-01-09,000001,Vente,575000,10,,RUE DES RENAUDES,2752,75017,75117,Paris 17e Arrondissement,75,,,75117000BK0073,,,32,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.300422,48.879253
2025-487727,2025-01-09,000001,Vente,575000,10,,RUE DES RENAUDES,2752,75017,75117,Paris 17e Arrondissement,75,,,75117000BK0073,,,19,39.67,,,,,,,,,1,3,Dépendance,,0,,,,,,2.300422,48.879253
2025-487727,2025-01-09,000001,Vente,575000,10,,RUE DES RENAUDES,2752,75017,75117,Paris 17e Arrondissement,75,,,75117000BK0073,,,19,39.67,,,,,,,,,1,2,Appartement,38,1,,,,,,2.300422,48.879253
2025-487731,2025-01-07,000001,Vente,257000,192,,RUE CARDINET,1550,75017,75117,Paris 17e Arrondissement,75,,,75117000DI0010,,,16,27.42,,,,,,,,,1,2,Appartement,28,2,,,,,,2.318507,48.891321
2025-487733,2025-01-08,000001,Vente,344000,20,,RUE SAINT-JEAN,8651,75017,75117,Paris 17e Arrondissement,75,,,75117000DL0158,,,16,,5,40.63,,,,,,,2,2,Appartement,40,2,,,,,,2.323947,48.889109
2025-487733,2025-01-08,000001,Vente,344000,20,,RUE SAINT-JEAN,8651,75017,75117,Paris 17e Arrondissement,75,,,75117000DL0158,,,16,,5,40.63,,,,,,,2,3,Dépendance,,0,,,,,,2.323947,48.889109
2025-487735,2025-01-07,000001,Vente,537500,26,,RUE TRUFFAUT,9487,75017,75117,Paris 17e Arrondissement,75,,,75117000CO0037,,,13,,9,44.87,,,,,,,2,2,Appartement,48,3,,,,,,2.32271,48.885457
2025-487739,2025-01-10,000001,Vente,459660,42,,RUE DE LA JONQUIERE,5273,75017,75117,Paris 17e Arrondissement,75,,,75117000DN0056,,,205,,212,45.02,,,,,,,2,3,Dépendance,,0,,,,,,2.323852,48.894013
2025-487739,2025-01-10,000001,Vente,459660,42,,RUE DE LA JONQUIERE,5273,75017,75117,Paris 17e Arrondissement,75,,,75117000DN0056,,,205,,212,45.02,,,,,,,2,2,Appartement,43,2,,,,,,2.323852,48.894013
2025-487744,2025-01-09,000001,Vente,550000,23,,BD DE LA SOMME,9019,75017,75117,Paris 17e Arrondissement,75,,,75117000AY0002,,,13,70.85,,,,,,,,,1,3,Dépendance,,0,,,,,,2.290672,48.886485
2025-487744,2025-01-09,000001,Vente,550000,23,,BD DE LA SOMME,9019,75017,75117,Paris 17e Arrondissement,75,,,75117000AY0002,,,13,70.85,,,,,,,,,1,2,Appartement,69,2,,,,,,2.290672,48.886485
2025-487746,2025-01-06,000001,Vente,500000,113,,BD BESSIERES,0935,75017,75117,Paris 17e Arrondissement,75,,,75117000DD0013,,,27,,60,70.65,,,,,,,2,2,Appartement,67,4,,,,,,2.315733,48.894827
2025-487746,2025-01-06,000001,Vente,500000,113,,BD BESSIERES,0935,75017,75117,Paris 17e Arrondissement,75,,,75117000DD0013,,,27,,60,70.65,,,,,,,2,3,Dépendance,,0,,,,,,2.315733,48.894827
2025-487747,2025-01-03,000001,Vente,1950000,7,,PL DES TERNES,9203,75017,75117,Paris 17e Arrondissement,75,,,75117000AL0103,,,16,154.08,167,,,,,,,,2,4,Local industriel. commercial ou assimilé,172,0,,,,,,2.297977,48.878709
2025-487748,2025-01-02,000001,Vente,735293,89,,AV DE WAGRAM,9933,75017,75117,Paris 17e Arrondissement,75,,,75117000BK0015,,,35,55.29,,,,,,,,,1,3,Dépendance,,0,,,,,,2.300181,48.8814
2025-487748,2025-01-02,000001,Vente,735293,89,,AV DE WAGRAM,9933,75017,75117,Paris 17e Arrondissement,75,,,75117000BK0015,,,36,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.300181,48.8814
2025-487748,2025-01-02,000001,Vente,735293,89,,AV DE WAGRAM,9933,75017,75117,Paris 17e Arrondissement,75,,,75117000BK0015,,,38,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.300181,48.8814
2025-487748,2025-01-02,000001,Vente,735293,89,,AV DE WAGRAM,9933,75017,75117,Paris 17e Arrondissement,75,,,75117000BK0015,,,37,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.300181,48.8814
2025-487748,2025-01-02,000001,Vente,735293,89,,AV DE WAGRAM,9933,75017,75117,Paris 17e Arrondissement,75,,,75117000BK0015,,,40,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.300181,48.8814
2025-487748,2025-01-02,000001,Vente,735293,89,,AV DE WAGRAM,9933,75017,75117,Paris 17e Arrondissement,75,,,75117000BK0015,,,39,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.300181,48.8814
2025-487748,2025-01-02,000001,Vente,735293,89,,AV DE WAGRAM,9933,75017,75117,Paris 17e Arrondissement,75,,,75117000BK0015,,,41,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.300181,48.8814
2025-487748,2025-01-02,000001,Vente,735293,89,,AV DE WAGRAM,9933,75017,75117,Paris 17e Arrondissement,75,,,75117000BK0015,,,42,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.300181,48.8814
2025-487748,2025-01-02,000001,Vente,735293,89,,AV DE WAGRAM,9933,75017,75117,Paris 17e Arrondissement,75,,,75117000BK0015,,,43,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.300181,48.8814
2025-487748,2025-01-02,000001,Vente,735293,89,,AV DE WAGRAM,9933,75017,75117,Paris 17e Arrondissement,75,,,75117000BK0015,,,55,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.300181,48.8814
2025-487748,2025-01-02,000001,Vente,735293,89,,AV DE WAGRAM,9933,75017,75117,Paris 17e Arrondissement,75,,,75117000BK0015,,,63,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.300181,48.8814
2025-487774,2025-01-13,000001,Vente,410000,23,,RUE DU CAPITAINE LAGACHE,1502,75017,75117,Paris 17e Arrondissement,75,,,75117000DM0185,,,20,38.41,50,,,,,,,,2,2,Appartement,38,2,,,,,,2.324912,48.892154
2025-487774,2025-01-13,000001,Vente,410000,23,,RUE DU CAPITAINE LAGACHE,1502,75017,75117,Paris 17e Arrondissement,75,,,75117000DM0185,,,20,38.41,50,,,,,,,,2,3,Dépendance,,0,,,,,,2.324912,48.892154
2025-487784,2025-01-10,000001,Vente,814550,25,,RUE LA CONDAMINE,5228,75017,75117,Paris 17e Arrondissement,75,,,75117000CN0001,,,7,70.36,,,,,,,,,1,2,Appartement,71,4,,,,,,2.323268,48.886987
2025-487792,2025-01-09,000001,Vente,195000,20,,RUE GUILLAUME TELL,4392,75017,75117,Paris 17e Arrondissement,75,,,75117000AX0107,,,103,,117,23,,,,,,,2,3,Dépendance,,0,,,,,,2.294384,48.884149
2025-487792,2025-01-09,000001,Vente,195000,20,,RUE GUILLAUME TELL,4392,75017,75117,Paris 17e Arrondissement,75,,,75117000AX0107,,,103,,117,23,,,,,,,2,2,Appartement,25,1,,,,,,2.294384,48.884149
2025-487798,2025-01-15,000001,Vente,374500,26,,RUE DES MOINES,6401,75017,75117,Paris 17e Arrondissement,75,,,75117000CS0083,,,100,,73,36.15,86,,,,,,3,3,Dépendance,,0,,,,,,2.319499,48.888467
2025-487798,2025-01-15,000001,Vente,374500,26,,RUE DES MOINES,6401,75017,75117,Paris 17e Arrondissement,75,,,75117000CS0083,,,100,,73,36.15,86,,,,,,3,2,Appartement,35,2,,,,,,2.319499,48.888467
2025-487802,2025-01-08,000001,Vente,273000,68,,RUE SAUSSURE,8847,75017,75117,Paris 17e Arrondissement,75,,,75117000CI0046,,,19,26.08,21,,,,,,,,2,3,Dépendance,,0,,,,,,2.314538,48.886105
2025-487802,2025-01-08,000001,Vente,273000,68,,RUE SAUSSURE,8847,75017,75117,Paris 17e Arrondissement,75,,,75117000CI0046,,,19,26.08,21,,,,,,,,2,2,Appartement,27,1,,,,,,2.314538,48.886105
2025-487815,2025-01-16,000001,Vente,129000,8,B,RUE MARGUERITTE,6059,75017,75117,Paris 17e Arrondissement,75,,,75117000BK0027,,,26,,27,12,,,,,,,2,3,Dépendance,,0,,,,,,2.301828,48.879882
2025-487816,2025-01-10,000001,Vente,411000,7,,RUE DU MONT-DORE,6469,75017,75117,Paris 17e Arrondissement,75,,,75117000CL0078,,,40,41.58,,,,,,,,,1,2,Appartement,41,3,,,,,,2.322823,48.883103
2025-487816,2025-01-10,000001,Vente,411000,7,,RUE DU MONT-DORE,6469,75017,75117,Paris 17e Arrondissement,75,,,75117000CL0078,,,40,41.58,,,,,,,,,1,3,Dépendance,,0,,,,,,2.322823,48.883103
2025-487820,2025-01-10,000001,Vente,630000,2,,RUE NOLLET,6803,75017,75117,Paris 17e Arrondissement,75,,,75117000CO0072,,,10,66.7,,,,,,,,,1,2,Appartement,60,3,,,,,,2.324745,48.88508
2025-487828,2025-01-08,000001,Vente,500000,5,,VLA LANTIEZ,5330,75017,75117,Paris 17e Arrondissement,75,,,75117000DN0054,,,175,,78,61.01,,,,,,,2,2,Appartement,60,4,,,,,,2.324677,48.895009
2025-487828,2025-01-08,000001,Vente,500000,5,,VLA LANTIEZ,5330,75017,75117,Paris 17e Arrondissement,75,,,75117000DN0054,,,175,,78,61.01,,,,,,,2,3,Dépendance,,0,,,,,,2.324677,48.895009
2025-487837,2025-01-14,000001,Vente,187000,12,B,PAS CARDINET,1549,75017,75117,Paris 17e Arrondissement,75,,,75117000CG0179,,,18,,2,24.01,3,,,,,,3,2,Appartement,21,1,,,,,,2.311392,48.886001
2025-487842,2025-01-10,000001,Vente,345000,33,,RUE RENNEQUIN,8149,75017,75117,Paris 17e Arrondissement,75,,,75117000AM0013,,,108,32.65,71,,,,,,,,2,2,Appartement,32,1,,,,,,2.296977,48.881869
2025-487853,2025-01-15,000001,Vente,500000,167,,RUE LEGENDRE,5473,75017,75117,Paris 17e Arrondissement,75,,,75117000DM0152,,,115,52.79,116,,141,,,,,,3,3,Dépendance,,0,,,,,,2.325338,48.891424
2025-487853,2025-01-15,000001,Vente,500000,167,,RUE LEGENDRE,5473,75017,75117,Paris 17e Arrondissement,75,,,75117000DM0152,,,115,52.79,116,,141,,,,,,3,2,Appartement,50,2,,,,,,2.325338,48.891424
2025-487856,2025-01-08,000001,Vente,188000,110,,BD DE COURCELLES,2386,75017,75117,Paris 17e Arrondissement,75,,,75117000BK0069,,,28,9.38,,,,,,,,,1,3,Dépendance,,0,,,,,,2.300912,48.878986
2025-487856,2025-01-08,000001,Vente,188000,110,,BD DE COURCELLES,2386,75017,75117,Paris 17e Arrondissement,75,,,75117000BK0069,,,27,9.01,,,,,,,,,1,3,Dépendance,,0,,,,,,2.300912,48.878986
2025-487858,2025-01-07,000001,Vente,27750,72,,RUE BERZELIUS,0930,75017,75117,Paris 17e Arrondissement,75,,,75117000DO0015,,,54,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.320616,48.895045
2025-487862,2025-01-10,000001,Vente,364000,7,,RUE SAUFFROY,8832,75017,75117,Paris 17e Arrondissement,75,,,75117000DI0066,,,6,,,,,,,,,,1,2,Appartement,44,2,,,,,,2.320336,48.89101
2025-487875,2025-01-07,000001,Vente,513200,32,,RUE MEDERIC,6242,75017,75117,Paris 17e Arrondissement,75,,,75117000BL0029,,,78,43.93,,,,,,,,,1,3,Dépendance,,0,,,,,,2.305174,48.881064
2025-487875,2025-01-07,000001,Vente,513200,32,,RUE MEDERIC,6242,75017,75117,Paris 17e Arrondissement,75,,,75117000BL0029,,,78,43.93,,,,,,,,,1,2,Appartement,38,2,,,,,,2.305174,48.881064
2025-487882,2025-01-10,000001,Vente,200000,65,,RUE DES DAMES,2523,75017,75117,Paris 17e Arrondissement,75,,,75117000CL0030,,,15,18.28,,,,,,,,,1,3,Dépendance,,0,,,,,,2.321081,48.883591
2025-487882,2025-01-10,000001,Vente,200000,65,,RUE DES DAMES,2523,75017,75117,Paris 17e Arrondissement,75,,,75117000CL0030,,,15,18.28,,,,,,,,,1,2,Appartement,22,2,,,,,,2.321081,48.883591
2025-487884,2025-01-20,000001,Vente,389080,11,,RUE TROYON,9479,75017,75117,Paris 17e Arrondissement,75,,,75117000AK0047,,,9,33.1,,,,,,,,,1,2,Appartement,32,2,,,,,,2.295026,48.876126
2025-487884,2025-01-20,000001,Vente,389080,11,,RUE TROYON,9479,75017,75117,Paris 17e Arrondissement,75,,,75117000AK0047,,,9,33.1,,,,,,,,,1,3,Dépendance,,0,,,,,,2.295026,48.876126
2025-487887,2025-01-20,000001,Vente,515000,81,,AV DE CLICHY,2112,75017,75117,Paris 17e Arrondissement,75,,,75117000DK0044,,,14,52.86,,,,,,,,,1,2,Appartement,48,2,,,,,,2.323883,48.888067
2025-487887,2025-01-20,000001,Vente,515000,81,,AV DE CLICHY,2112,75017,75117,Paris 17e Arrondissement,75,,,75117000DK0044,,,14,52.86,,,,,,,,,1,3,Dépendance,,0,,,,,,2.323883,48.888067
2025-487889,2025-01-08,000001,Vente,487480,9,,RUE DU DOCTEUR HEULIN,2840,75017,75117,Paris 17e Arrondissement,75,,,75117000DL0029,,,34,42.25,,,,,,,,,1,3,Dépendance,,0,,,,,,2.322655,48.889939
2025-487889,2025-01-08,000001,Vente,487480,9,,RUE DU DOCTEUR HEULIN,2840,75017,75117,Paris 17e Arrondissement,75,,,75117000DL0029,,,34,42.25,,,,,,,,,1,2,Appartement,39,2,,,,,,2.322655,48.889939
2025-487897,2025-01-17,000001,Vente,536450,9,,RUE GAUTHEY,3992,75017,75117,Paris 17e Arrondissement,75,,,75117000DI0043,,,4,54.53,,,,,,,,,1,2,Appartement,65,4,,,,,,2.319979,48.891327
2025-487897,2025-01-17,000001,Vente,536450,9,,RUE GAUTHEY,3992,75017,75117,Paris 17e Arrondissement,75,,,75117000DI0043,,,4,54.53,,,,,,,,,1,3,Dépendance,,0,,,,,,2.319979,48.891327
2025-487904,2025-01-08,000001,Vente,612500,39,,RUE BROCHANT,1315,75017,75117,Paris 17e Arrondissement,75,,,75117000DI0022,,,14,46.51,,,,,,,,,1,2,Appartement,17,1,,,,,,2.319248,48.890209
2025-487904,2025-01-08,000001,Vente,612500,39,,RUE BROCHANT,1315,75017,75117,Paris 17e Arrondissement,75,,,75117000DI0022,,,15,,,,,,,,,,1,2,Appartement,18,1,,,,,,2.319248,48.890209
2025-487904,2025-01-08,000001,Vente,612500,39,,RUE BROCHANT,1315,75017,75117,Paris 17e Arrondissement,75,,,75117000DI0022,,,81,,82,,,,,,,,2,2,Appartement,8,1,,,,,,2.319248,48.890209
2025-487920,2025-01-08,000001,Vente,315000,53,,RUE POUCHET,7766,75017,75117,Paris 17e Arrondissement,75,,,75117000DO0009,,,39,30.6,78,,,,,,,,2,3,Dépendance,,0,,,,,,2.320504,48.894634
2025-487920,2025-01-08,000001,Vente,315000,53,,RUE POUCHET,7766,75017,75117,Paris 17e Arrondissement,75,,,75117000DO0009,,,39,30.6,78,,,,,,,,2,2,Appartement,32,2,,,,,,2.320504,48.894634
2025-487923,2025-01-21,000001,Vente,320000,65,,RUE RENNEQUIN,8149,75017,75117,Paris 17e Arrondissement,75,,,75117000AX0107,,,53,,77,32.41,,,,,,,2,3,Dépendance,,0,,,,,,2.294384,48.884149
2025-487923,2025-01-21,000001,Vente,320000,65,,RUE RENNEQUIN,8149,75017,75117,Paris 17e Arrondissement,75,,,75117000AX0107,,,53,,77,32.41,,,,,,,2,2,Appartement,32,1,,,,,,2.294384,48.884149
2025-487929,2025-01-21,000001,Vente,425000,29,,AV DE SAINT-OUEN,8718,75017,75117,Paris 17e Arrondissement,75,,,75117000DL0168,,,15,45.35,,,,,,,,,1,3,Dépendance,,0,,,,,,2.326004,48.889465
2025-487929,2025-01-21,000001,Vente,425000,29,,AV DE SAINT-OUEN,8718,75017,75117,Paris 17e Arrondissement,75,,,75117000DL0168,,,15,45.35,,,,,,,,,1,2,Appartement,40,3,,,,,,2.326004,48.889465
2025-487934,2025-01-10,000001,Vente,573000,19,,RUE DE LA FELICITE,3549,75017,75117,Paris 17e Arrondissement,75,,,75117000CG0039,,,10,50.67,40,,,,,,,,2,3,Dépendance,,0,,,,,,2.310015,48.887087
2025-487934,2025-01-10,000001,Vente,573000,19,,RUE DE LA FELICITE,3549,75017,75117,Paris 17e Arrondissement,75,,,75117000CG0039,,,10,50.67,40,,,,,,,,2,2,Appartement,52,2,,,,,,2.310015,48.887087
2025-487938,2025-01-03,000001,Vente,165420,7,,RUE BERZELIUS,0930,75017,75117,Paris 17e Arrondissement,75,,,75117000DG0028,,,29,16.72,,,,,,,,,1,3,Dépendance,,0,,,,,,2.318114,48.892486
2025-487938,2025-01-03,000001,Vente,165420,7,,RUE BERZELIUS,0930,75017,75117,Paris 17e Arrondissement,75,,,75117000DG0028,,,29,16.72,,,,,,,,,1,2,Appartement,18,1,,,,,,2.318114,48.892486
2025-487940,2025-01-14,000001,Vente,300000,70,,RUE POUCHET,7766,75017,75117,Paris 17e Arrondissement,75,,,75117000DP0144,,,39,,50,39.05,,,,,,,2,3,Dépendance,,0,,,,,,2.322323,48.896086
2025-487940,2025-01-14,000001,Vente,300000,70,,RUE POUCHET,7766,75017,75117,Paris 17e Arrondissement,75,,,75117000DP0144,,,39,,50,39.05,66,,,,,,3,2,Appartement,45,2,,,,,,2.322323,48.896086
2025-487946,2025-01-17,000001,Vente,745000,22,B,RUE LAUGIER,5391,75017,75117,Paris 17e Arrondissement,75,,,75117000AM0054,,,46,77.6,,,,,,,,,1,3,Dépendance,,0,,,,,,2.296559,48.88101
2025-487946,2025-01-17,000001,Vente,745000,22,B,RUE LAUGIER,5391,75017,75117,Paris 17e Arrondissement,75,,,75117000AM0054,,,46,77.6,,,,,,,,,1,2,Appartement,75,3,,,,,,2.296559,48.88101
2025-487952,2025-01-09,000001,Vente,965000,39,,RUE DES ACACIAS,0045,75017,75117,Paris 17e Arrondissement,75,,,75117000AH0112,,,202,,210,,,,,,,,2,2,Appartement,100,4,,,,,,2.292666,48.877631
2025-487953,2025-01-10,000001,Vente,50000,52,,RUE DES DAMES,2523,75017,75117,Paris 17e Arrondissement,75,,,75117000CL0064,,,16,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.32139,48.884019
2025-487956,2025-01-14,000001,Vente,213000,157,,RUE DE ROME,8339,75017,75117,Paris 17e Arrondissement,75,,,75117000CI0008,,,27,20.01,,,,,,,,,1,3,Dépendance,,0,,,,,,2.314954,48.886714
2025-487956,2025-01-14,000001,Vente,213000,157,,RUE DE ROME,8339,75017,75117,Paris 17e Arrondissement,75,,,75117000CI0008,,,27,20.01,,,,,,,,,1,2,Appartement,20,1,,,,,,2.314954,48.886714
2025-487961,2025-01-08,000001,Vente,600000,16,,RUE JOUFFROY D'ABBANS,5031,75017,75117,Paris 17e Arrondissement,75,,,75117000CG0128,,,21,52.52,23,,,,,,,,2,2,Appartement,54,2,,,,,,2.311995,48.886889
2025-487961,2025-01-08,000001,Vente,600000,16,,RUE JOUFFROY D'ABBANS,5031,75017,75117,Paris 17e Arrondissement,75,,,75117000CG0128,,,21,52.52,23,,,,,,,,2,3,Dépendance,,0,,,,,,2.311995,48.886889
2025-487965,2025-01-09,000001,Vente,551429,12,,RUE D ARMAILLE,0446,75017,75117,Paris 17e Arrondissement,75,,,75117000AH0025,,,11,,25,,,,,,,,2,3,Dépendance,,0,,,,,,2.292126,48.877756
2025-487965,2025-01-09,000001,Vente,551429,12,,RUE D ARMAILLE,0446,75017,75117,Paris 17e Arrondissement,75,,,75117000AH0025,,,11,,25,,,,,,,,2,2,Appartement,63,3,,,,,,2.292126,48.877756
2025-487969,2025-01-20,000001,Vente,20000,9,,RUE ROGER BACON,8306,75017,75117,Paris 17e Arrondissement,75,,,75117000AW0013,,,28,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.289491,48.882852
2025-487977,2025-01-17,000001,Vente,347500,10,B,RUE JACQUES KELLNER,4796,75017,75117,Paris 17e Arrondissement,75,,,75117000DQ0229,,,237,,,,,,,,,,1,2,Appartement,42,3,,,,,,2.327299,48.896046
2025-487977,2025-01-17,000001,Vente,347500,10,B,RUE JACQUES KELLNER,4796,75017,75117,Paris 17e Arrondissement,75,,,75117000DQ0229,,,262,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327299,48.896046
2025-487977,2025-01-17,000001,Vente,347500,10,B,RUE JACQUES KELLNER,4796,75017,75117,Paris 17e Arrondissement,75,,,75117000DQ0229,,,237,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327299,48.896046
2025-487980,2025-01-09,000001,Vente,1650000,37,,RUE AMPERE,0297,75017,75117,Paris 17e Arrondissement,75,,,75117000BI0037,,,8,169.95,,,,,,,,,1,3,Dépendance,,0,,,,,,2.304192,48.885012
2025-487980,2025-01-09,000001,Vente,1650000,37,,RUE AMPERE,0297,75017,75117,Paris 17e Arrondissement,75,,,75117000BI0037,,,8,169.95,,,,,,,,,1,3,Dépendance,,0,,,,,,2.304192,48.885012
2025-487980,2025-01-09,000001,Vente,1650000,37,,RUE AMPERE,0297,75017,75117,Paris 17e Arrondissement,75,,,75117000BI0037,,,8,169.95,,,,,,,,,1,3,Dépendance,,0,,,,,,2.304192,48.885012
2025-487980,2025-01-09,000001,Vente,1650000,37,,RUE AMPERE,0297,75017,75117,Paris 17e Arrondissement,75,,,75117000BI0037,,,8,169.95,,,,,,,,,1,2,Appartement,150,5,,,,,,2.304192,48.885012
2025-487984,2025-01-17,000001,Vente,760150,40,,RUE DAUTANCOURT,2597,75017,75117,Paris 17e Arrondissement,75,,,75117000DL0126,,,57,,6,72.58,,,,,,,2,2,Appartement,71,4,,,,,,2.325892,48.890463
2025-487984,2025-01-17,000001,Vente,760150,40,,RUE DAUTANCOURT,2597,75017,75117,Paris 17e Arrondissement,75,,,75117000DL0126,,,57,,6,72.58,,,,,,,2,3,Dépendance,,0,,,,,,2.325892,48.890463
2025-487989,2025-01-14,000001,Vente,446980,5,,RUE THEODULE RIBOT,9251,75017,75117,Paris 17e Arrondissement,75,,,75117000BK0066,,,42,,,,,,,,,,1,2,Appartement,53,2,,,,,,2.300911,48.879184
2025-487993,2025-01-09,000001,Vente,101500,7,,RUE LACROIX,5235,75017,75117,Paris 17e Arrondissement,75,,,75117000DI0196,,,39,,,,,,,,,,1,2,Appartement,13,1,,,,,,2.321951,48.890171
2025-487994,2025-01-15,000001,Vente,336600,147,,AV DE CLICHY,2112,75017,75117,Paris 17e Arrondissement,75,,,75117000DI0012,,,21,,98,40.67,,,,,,,2,2,Appartement,41,2,,,,,,2.318477,48.890951
2025-487994,2025-01-15,000001,Vente,336600,147,,AV DE CLICHY,2112,75017,75117,Paris 17e Arrondissement,75,,,75117000DI0012,,,21,,98,40.67,,,,,,,2,3,Dépendance,,0,,,,,,2.318477,48.890951
2025-488012,2025-01-10,000001,Vente,572000,18,,RUE ROGER BACON,8306,75017,75117,Paris 17e Arrondissement,75,,,75117000AQ0007,,,1150,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.290402,48.882802
2025-488012,2025-01-10,000001,Vente,572000,18,,RUE ROGER BACON,8306,75017,75117,Paris 17e Arrondissement,75,,,75117000AQ0007,,,1078,59.16,1236,,,,,,,,2,2,Appartement,61,2,,,,,,2.290402,48.882802
2025-488012,2025-01-10,000001,Vente,572000,18,,RUE ROGER BACON,8306,75017,75117,Paris 17e Arrondissement,75,,,75117000AQ0007,,,1078,59.16,1236,,,,,,,,2,3,Dépendance,,0,,,,,,2.290402,48.882802
