id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-487673,2025-01-06,000001,Vente,690000,38,,RUE DE MOSCOU,6573,75008,75108,Paris 8e Arrondissement,75,,,75108000CE0054,,,51,64.61,61,,,,,,,,2,3,Dépendance,,0,,,,,,2.32347,48.881722
2025-487673,2025-01-06,000001,Vente,690000,38,,RUE DE MOSCOU,6573,75008,75108,Paris 8e Arrondissement,75,,,75108000CE0054,,,51,64.61,61,,,,,,,,2,2,Appartement,57,3,,,,,,2.32347,48.881722
2025-487681,2025-01-02,000001,Vente,748930,29,,RUE DARU,2576,75008,75108,Paris 8e Arrondissement,75,,,75108000AY0040,,,105,58.26,130,,,,,,,,2,3,Dépendance,,0,,,,,,2.302806,48.878673
2025-487681,2025-01-02,000001,Vente,748930,29,,RUE DARU,2576,75008,75108,Paris 8e Arrondissement,75,,,75108000AY0040,,,105,58.26,130,,,,,,,,2,2,Appartement,58,3,,,,,,2.302806,48.878673
2025-487683,2025-01-07,000001,Vente,26000000,51,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0018,,,,,,,,,,,,,0,2,Appartement,170,5,S,sols,,,1316,2.311413,48.878622
2025-487683,2025-01-07,000001,Vente,26000000,51,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0018,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1316,2.311413,48.878622
2025-487683,2025-01-07,000001,Vente,26000000,51,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0018,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1316,2.311413,48.878622
2025-487683,2025-01-07,000001,Vente,26000000,51,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0018,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1316,2.311413,48.878622
2025-487683,2025-01-07,000001,Vente,26000000,51,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0018,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1316,2.311413,48.878622
2025-487683,2025-01-07,000001,Vente,26000000,51,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0018,,,,,,,,,,,,,0,2,Appartement,108,4,S,sols,,,1316,2.311413,48.878622
2025-487683,2025-01-07,000001,Vente,26000000,51,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0018,,,,,,,,,,,,,0,2,Appartement,72,3,S,sols,,,1316,2.311413,48.878622
2025-487683,2025-01-07,000001,Vente,26000000,51,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0018,,,,,,,,,,,,,0,2,Appartement,180,3,S,sols,,,1316,2.311413,48.878622
2025-487683,2025-01-07,000001,Vente,26000000,51,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0018,,,,,,,,,,,,,0,2,Appartement,27,2,S,sols,,,1316,2.311413,48.878622
2025-487683,2025-01-07,000001,Vente,26000000,51,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0018,,,,,,,,,,,,,0,2,Appartement,60,2,S,sols,,,1316,2.311413,48.878622
2025-487683,2025-01-07,000001,Vente,26000000,51,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0018,,,,,,,,,,,,,0,2,Appartement,63,2,S,sols,,,1316,2.311413,48.878622
2025-487683,2025-01-07,000001,Vente,26000000,51,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0018,,,,,,,,,,,,,0,2,Appartement,172,5,S,sols,,,1316,2.311413,48.878622
2025-487683,2025-01-07,000001,Vente,26000000,51,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0018,,,,,,,,,,,,,0,2,Appartement,173,5,S,sols,,,1316,2.311413,48.878622
2025-487683,2025-01-07,000001,Vente,26000000,51,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0018,,,,,,,,,,,,,0,2,Appartement,27,2,S,sols,,,1316,2.311413,48.878622
2025-487683,2025-01-07,000001,Vente,26000000,51,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0018,,,,,,,,,,,,,0,2,Appartement,57,1,S,sols,,,1316,2.311413,48.878622
2025-487683,2025-01-07,000001,Vente,26000000,51,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0018,,,,,,,,,,,,,0,2,Appartement,90,4,S,sols,,,1316,2.311413,48.878622
2025-487683,2025-01-07,000001,Vente,26000000,51,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0018,,,,,,,,,,,,,0,2,Appartement,160,3,S,sols,,,1316,2.311413,48.878622
2025-487683,2025-01-07,000001,Vente,26000000,51,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0018,,,,,,,,,,,,,0,2,Appartement,215,4,S,sols,,,1316,2.311413,48.878622
2025-487683,2025-01-07,000001,Vente,26000000,51,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0018,,,,,,,,,,,,,0,2,Appartement,48,1,S,sols,,,1316,2.311413,48.878622
2025-487683,2025-01-07,000001,Vente,26000000,53,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0019,,,65,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.311657,48.87868
2025-487683,2025-01-07,000001,Vente,26000000,53,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000CM0019,,,66,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.311657,48.87868
2025-487698,2025-01-06,000001,Vente,29000,24,,RUE DU ROCHER,8291,75008,75108,Paris 8e Arrondissement,75,,,75108000BV0003,,,138,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.322447,48.87669
2025-487698,2025-01-06,000001,Vente,29000,24,,RUE DU ROCHER,8291,75008,75108,Paris 8e Arrondissement,75,,,75108000BV0003,,,104,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,213,0,,,,,,2.322447,48.87669
2025-487698,2025-01-06,000001,Vente,29000,24,,RUE DU ROCHER,8291,75008,75108,Paris 8e Arrondissement,75,,,75108000BV0003,,,113,,136,,145,,,,,,3,4,Local industriel. commercial ou assimilé,30,0,,,,,,2.322447,48.87669
2025-487698,2025-01-06,000001,Vente,29000,24,,RUE DU ROCHER,8291,75008,75108,Paris 8e Arrondissement,75,,,75108000BV0003,,,144,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.322447,48.87669
2025-487701,2025-01-08,000001,Vente,50000,13,,RUE D AGUESSEAU,0094,75008,75108,Paris 8e Arrondissement,75,,,75108000BN0039,,,47,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.319443,48.870582
2025-487719,2025-01-10,000001,Vente,116000,73,,BD DE COURCELLES,2386,75008,75108,Paris 8e Arrondissement,75,,,75108000AY0029,,,26,10.56,,,,,,,,,1,3,Dépendance,,0,,,,,,2.301298,48.878485
2025-487722,2025-01-08,000001,Vente,31760,9,,RUE DE MONCEAU,6419,75008,75108,Paris 8e Arrondissement,75,,,75108000BC0022,,,51,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.306414,48.875683
2025-487734,2025-01-07,000001,Vente,1335000,51,,RUE DE NAPLES,6675,75008,75108,Paris 8e Arrondissement,75,,,75108000CH0045,,,12,102.71,,,,,,,,,1,3,Dépendance,,0,,,,,,2.315948,48.878942
2025-487734,2025-01-07,000001,Vente,1335000,51,,RUE DE NAPLES,6675,75008,75108,Paris 8e Arrondissement,75,,,75108000CH0045,,,26,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.315948,48.878942
2025-487734,2025-01-07,000001,Vente,1335000,51,,RUE DE NAPLES,6675,75008,75108,Paris 8e Arrondissement,75,,,75108000CH0045,,,12,102.71,,,,,,,,,1,2,Appartement,102,4,,,,,,2.315948,48.878942
2025-487736,2025-01-14,000001,Vente,1640000,8,,RUE DE TURIN,9510,75008,75108,Paris 8e Arrondissement,75,,,75108000BZ0040,,,3,,6,150.02,,,,,,,2,2,Appartement,150,4,,,,,,2.325629,48.879917
2025-487736,2025-01-14,000001,Vente,1640000,8,,RUE DE TURIN,9510,75008,75108,Paris 8e Arrondissement,75,,,75108000BZ0040,,,3,,6,150.02,,,,,,,2,3,Dépendance,,0,,,,,,2.325629,48.879917
2025-487743,2025-01-09,000001,Vente,6650000,7,,RUE BAYARD,0746,75008,75108,Paris 8e Arrondissement,75,,,75108000AK0022,,,12,349.26,13,,14,,15,,72,,5,2,Appartement,357,9,,,,,,2.307421,48.865528
2025-487743,2025-01-09,000001,Vente,6650000,7,,RUE BAYARD,0746,75008,75108,Paris 8e Arrondissement,75,,,75108000AK0022,,,76,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.307421,48.865528
2025-487743,2025-01-09,000001,Vente,6650000,7,,RUE BAYARD,0746,75008,75108,Paris 8e Arrondissement,75,,,75108000AK0022,,,12,349.26,13,,14,,15,,72,,5,3,Dépendance,,0,,,,,,2.307421,48.865528
2025-487750,2025-01-07,000001,Vente,55000,22,,RUE DARU,2576,75008,75108,Paris 8e Arrondissement,75,,,75108000AZ0017,,,30,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.303136,48.878274
2025-487759,2025-01-09,000001,Vente,80000,123,,RUE SAINT-LAZARE,8673,75008,75108,Paris 8e Arrondissement,75,,,75108000BU0019,,,208,,209,9.5,,,,,,,2,3,Dépendance,,0,,,,,,2.325248,48.875179
2025-487762,2025-01-09,000001,Vente,190000,19,,RUE DE LA TREMOILLE,5388,75008,75108,Paris 8e Arrondissement,75,,,75108000AN0030,,,27,9.6,38,6.78,,,,,,,2,2,Appartement,18,1,,,,,,2.303941,48.86795
2025-487778,2025-01-07,000001,Vente,1890000,80,,RUE DU ROCHER,8291,75008,75108,Paris 8e Arrondissement,75,,,75108000CF0105,,,16,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.318046,48.880002
2025-487778,2025-01-07,000001,Vente,1890000,80,,RUE DU ROCHER,8291,75008,75108,Paris 8e Arrondissement,75,,,75108000CF0105,,,14,165.18,35,,,,,,,,2,2,Appartement,163,6,,,,,,2.318046,48.880002
2025-487778,2025-01-07,000001,Vente,1890000,80,,RUE DU ROCHER,8291,75008,75108,Paris 8e Arrondissement,75,,,75108000CF0105,,,14,165.18,35,,,,,,,,2,3,Dépendance,,0,,,,,,2.318046,48.880002
2025-487778,2025-01-07,000001,Vente,1890000,80,,RUE DU ROCHER,8291,75008,75108,Paris 8e Arrondissement,75,,,75108000CF0105,,,14,165.18,35,,,,,,,,2,3,Dépendance,,0,,,,,,2.318046,48.880002
2025-487794,2025-01-13,000001,Vente,2500000,76,,BD MALESHERBES,5951,75008,75108,Paris 8e Arrondissement,75,,,75108000CG0101,,,17,8.65,,,,,,,,,1,3,Dépendance,,0,,,,,,2.314941,48.879408
2025-487794,2025-01-13,000001,Vente,2500000,76,,BD MALESHERBES,5951,75008,75108,Paris 8e Arrondissement,75,,,75108000CG0101,,,35,,43,,5,223.64,,,,,3,2,Appartement,220,6,,,,,,2.314941,48.879408
2025-487794,2025-01-13,000001,Vente,2500000,76,,BD MALESHERBES,5951,75008,75108,Paris 8e Arrondissement,75,,,75108000CG0101,,,35,,43,,5,223.64,,,,,3,3,Dépendance,,0,,,,,,2.314941,48.879408
2025-487794,2025-01-13,000001,Vente,2500000,76,,BD MALESHERBES,5951,75008,75108,Paris 8e Arrondissement,75,,,75108000CG0101,,,21,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.314941,48.879408
2025-487794,2025-01-13,000001,Vente,2500000,76,,BD MALESHERBES,5951,75008,75108,Paris 8e Arrondissement,75,,,75108000CG0101,,,32,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.314941,48.879408
2025-487794,2025-01-13,000001,Vente,2500000,76,,BD MALESHERBES,5951,75008,75108,Paris 8e Arrondissement,75,,,75108000CG0101,,,35,,43,,5,223.64,,,,,3,3,Dépendance,,0,,,,,,2.314941,48.879408
2025-487803,2025-01-16,000001,Vente,620000,8,,RUE BALZAC,0652,75008,75108,Paris 8e Arrondissement,75,,,75108000AU0024,,,108,,109,,98,,,,,,3,3,Dépendance,,0,,,,,,2.300634,48.87347
