id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-495405,2025-01-06,000001,Vente,299500,7,,PAS FOUBERT,3755,75013,75113,Paris 13e Arrondissement,75,,,75113000DW0214,,,101,,42,,,,,,,,2,4,Local industriel. commercial ou assimilé,46,0,,,,,,2.353224,48.825291
2025-495405,2025-01-06,000001,Vente,299500,3,B,PAS FOUBERT,3755,75013,75113,Paris 13e Arrondissement,75,,,75113000DW0214,,,7,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,2.353224,48.825291
2025-495416,2025-01-06,000001,Vente,218000,102,,BD KELLERMANN,5146,75013,75113,Paris 13e Arrondissement,75,,,75113000DI0006,,,506,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.345656,48.820082
2025-495416,2025-01-06,000001,Vente,218000,102,,BD KELLERMANN,5146,75013,75113,Paris 13e Arrondissement,75,,,75113000DI0006,,,319,,391,,,,,,,,2,3,Dépendance,,0,,,,,,2.345656,48.820082
2025-495416,2025-01-06,000001,Vente,218000,102,,BD KELLERMANN,5146,75013,75113,Paris 13e Arrondissement,75,,,75113000DI0006,,,319,,391,,,,,,,,2,2,Appartement,29,1,,,,,,2.345656,48.820082
2025-495419,2025-01-03,000001,Vente,720000,15,,RUE RENE GOSCINNY,8154,75013,75113,Paris 13e Arrondissement,75,,,75113000BV0070,,,30,69.15,67,,,,,,,,2,2,Appartement,69,3,,,,,,2.379676,48.830309
2025-495419,2025-01-03,000001,Vente,720000,13,,RUE RENE GOSCINNY,8154,75013,75113,Paris 13e Arrondissement,75,,,75113000BV0070,,,101,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.379676,48.830309
2025-495419,2025-01-03,000001,Vente,720000,15,,RUE RENE GOSCINNY,8154,75013,75113,Paris 13e Arrondissement,75,,,75113000BV0070,,,30,69.15,67,,,,,,,,2,3,Dépendance,,0,,,,,,2.379676,48.830309
2025-495426,2025-01-06,000001,Vente,248800,23,,RUE DE DOMREMY,2894,75013,75113,Paris 13e Arrondissement,75,,,75113000BI0001,,,251,26,252,,253,,281,,,,4,3,Dépendance,,0,,,,,,2.372091,48.829706
2025-495426,2025-01-06,000001,Vente,248800,23,,RUE DE DOMREMY,2894,75013,75113,Paris 13e Arrondissement,75,,,75113000BI0001,,,251,26,252,,253,,281,,,,4,2,Appartement,30,3,,,,,,2.372091,48.829706
2025-495428,2025-01-10,000001,Vente,290000,15,,RUE DE LA VISTULE,9884,75013,75113,Paris 13e Arrondissement,75,,,75113000DU0034,,,299,39.5,320,,,,,,,,2,2,Appartement,40,2,,,,,,2.360447,48.822925
2025-495428,2025-01-10,000001,Vente,290000,15,,RUE DE LA VISTULE,9884,75013,75113,Paris 13e Arrondissement,75,,,75113000DU0034,,,299,39.5,320,,,,,,,,2,3,Dépendance,,0,,,,,,2.360447,48.822925
2025-495437,2025-01-03,000001,Vente,130000,20,,RUE CLISSON,2122,75013,75113,Paris 13e Arrondissement,75,,,75113000BN0006,,,421,12.8,,,,,,,,,1,2,Appartement,12,1,,,,,,2.367793,48.832562
2025-495452,2025-01-08,000001,Vente,679500,11,,RUE DE LA VISTULE,9884,75013,75113,Paris 13e Arrondissement,75,,,75113000DU0070,,,16,,37,,,,,,,,2,2,Appartement,110,4,,,,,,2.360766,48.823015
2025-495452,2025-01-08,000001,Vente,679500,11,,RUE DE LA VISTULE,9884,75013,75113,Paris 13e Arrondissement,75,,,75113000DU0070,,,16,,37,,,,,,,,2,3,Dépendance,,0,,,,,,2.360766,48.823015
2025-495460,2025-01-06,000001,Vente,160000,151,,RUE DU CHEVALERET,1990,75013,75113,Paris 13e Arrondissement,75,,,75113000BK0048,,,26,,8,,,,,,,,2,3,Dépendance,,0,,,,,,2.371261,48.832314
2025-495460,2025-01-06,000001,Vente,160000,151,,RUE DU CHEVALERET,1990,75013,75113,Paris 13e Arrondissement,75,,,75113000BK0048,,,26,,8,,,,,,,,2,2,Appartement,28,2,,,,,,2.371261,48.832314
