id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-487711,2025-01-07,000001,Vente,1745000,29,,PL DU MARCHE ST HONORE,6033,75001,75101,Paris 1er Arrondissement,75,,,75101000AZ0003,,,162,93.38,,,,,,,,,1,4,Local industriel. commercial ou assimilé,32,0,,,,,,2.330969,48.867657
2025-487711,2025-01-07,000001,Vente,1745000,29,,PL DU MARCHE ST HONORE,6033,75001,75101,Paris 1er Arrondissement,75,,,75101000AZ0003,,,162,93.38,,,,,,,,,1,2,Appartement,60,3,,,,,,2.330969,48.867657
2025-487711,2025-01-07,000001,Vente,1745000,29,,PL DU MARCHE ST HONORE,6033,75001,75101,Paris 1er Arrondissement,75,,,75101000AZ0003,,,162,93.38,,,,,,,,,1,3,Dépendance,,0,,,,,,2.330969,48.867657
2025-487765,2025-01-15,000001,Vente,161905,5,,RUE JEAN JACQUES ROUSSEAU,4901,75001,75101,Paris 1er Arrondissement,75,,,75101000AS0017,,,38,13.83,,,,,,,,,1,2,Appartement,14,1,,,,,,2.339872,48.862374
2025-487780,2025-01-10,000001,Vente,565000,19,,RUE PIERRE LESCOT,7455,75001,75101,Paris 1er Arrondissement,75,,,75101000AQ0072,,,16,42.54,,,,,,,,,1,2,Appartement,41,2,,,,,,2.348739,48.863462
2025-487782,2025-01-10,000001,Vente,412500,119,,RUE SAINT-DENIS,8525,75001,75101,Paris 1er Arrondissement,75,,,75101000AQ0095,,,24,37.61,,,,,,,,,1,2,Appartement,37,2,,,,,,2.349162,48.863042
2025-487863,2025-01-17,000001,Vente,865000,11,,RUE DU MARCHE ST HONORE,6034,75001,75101,Paris 1er Arrondissement,75,,,75101000AZ0026,,,11,,12,,14,60.59,4,,,,4,4,Local industriel. commercial ou assimilé,71,0,,,,,,2.331016,48.866396
2025-487872,2025-01-10,000001,Vente,1450000,14,,RUE BERTIN POIREE,0920,75001,75101,Paris 1er Arrondissement,75,,,75101000AN0027,,,25,,7,,,,,,,,2,2,Appartement,120,4,,,,,,2.345044,48.858783
2025-487872,2025-01-10,000001,Vente,1450000,14,,RUE BERTIN POIREE,0920,75001,75101,Paris 1er Arrondissement,75,,,75101000AN0027,,,25,,7,,,,,,,,2,3,Dépendance,,0,,,,,,2.345044,48.858783
2025-487899,2025-01-16,000001,Vente,45000000,31,,RUE DANIELLE CASANOVA,2543,75001,75101,Paris 1er Arrondissement,75,,,75101000AZ0003,,,100,,109,,35,,6,,,,4,4,Local industriel. commercial ou assimilé,391,0,,,,,,2.330969,48.867657
