id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-487675,2025-01-07,000001,Vente,30000,6,,RUE DES HAUDRIETTES,4483,75003,75103,Paris 3e Arrondissement,75,,,75103000AR0005,,,331,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.357892,48.86205
2025-487692,2025-01-07,000001,Vente,760000,18,,RUE DE BEAUCE,0761,75003,75103,Paris 3e Arrondissement,75,,,75103000AI0076,,,10,57.09,,,,,,,,,1,2,Appartement,70,3,,,,,,2.361533,48.863122
2025-487696,2025-01-03,000001,Vente,217200,28,,RUE BEAUBOURG,0759,75003,75103,Paris 3e Arrondissement,75,,,75103000AT0012,,,46,18.26,,,,,,,,,1,2,Appartement,18,1,,,,,,2.354201,48.861762
2025-487696,2025-01-03,000001,Vente,217200,28,,RUE BEAUBOURG,0759,75003,75103,Paris 3e Arrondissement,75,,,75103000AT0012,,,46,18.26,,,,,,,,,1,3,Dépendance,,0,,,,,,2.354201,48.861762
2025-487715,2025-01-08,000001,Vente,400000,75,,RUE DES ARCHIVES,0420,75003,75103,Paris 3e Arrondissement,75,,,75103000AI0051,,,113,,,,,,,,,,1,2,Appartement,32,1,,,,,,2.359595,48.863031
2025-487732,2025-01-10,000001,Vente,835000,70,,RUE DE TURBIGO,9504,75003,75103,Paris 3e Arrondissement,75,,,75103000AF0126,,,13,69.28,46,,,,,,,,2,2,Appartement,75,4,,,,,,2.359421,48.866059
2025-487732,2025-01-10,000001,Vente,835000,70,,RUE DE TURBIGO,9504,75003,75103,Paris 3e Arrondissement,75,,,75103000AF0126,,,13,69.28,46,,,,,,,,2,3,Dépendance,,0,,,,,,2.359421,48.866059
2025-487738,2025-01-09,000001,Vente,501,10,,RUE RAMBUTEAU,8009,75003,75103,Paris 3e Arrondissement,75,,,75103000AT0072,,,26,,27,,,,,,,,2,3,Dépendance,,0,,,,,,2.356153,48.86045
2025-487763,2025-01-13,000001,Vente,38000,1,A,RUE PAYENNE,7205,75003,75103,Paris 3e Arrondissement,75,,,75103000AO0029,,,86,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.361578,48.857703
2025-487839,2025-01-13,000001,Vente,953000,85,,RUE DE TURENNE,9506,75003,75103,Paris 3e Arrondissement,75,,,75103000AL0034,,,13,,,,,,,,,,1,2,Appartement,17,1,,,,,,2.364254,48.860493
